x,y
-10.0000,-0.2123
-9.9800,0.0879
-9.9600,-0.1420
-9.9399,-0.0386
-9.9199,-0.0124
-9.8999,0.9449
-9.8799,0.2143
-9.8599,-0.2848
-9.8398,-0.0517
-9.8198,0.2415
-9.7998,0.3254
-9.7798,-0.4808
-9.7598,-0.4246
-9.7397,0.1416
-9.7197,-0.1907
-9.6997,-0.2328
-9.6797,0.0567
-9.6597,0.2379
-9.6396,-0.0710
-9.6196,-0.5823
-9.5996,-0.1579
-9.5796,-0.3474
-9.5596,0.1692
-9.5395,0.6159
-9.5195,0.0871
-9.4995,0.1331
-9.4795,0.2447
-9.4595,0.4052
-9.4394,-0.1738
-9.4194,-0.0151
-9.3994,0.2854
-9.3794,-0.2817
-9.3594,-0.4518
-9.3393,-0.1386
-9.3193,0.3778
-9.2993,0.0431
-9.2793,-0.1389
-9.2593,0.3057
-9.2392,0.1670
-9.2192,-0.2321
-9.1992,-0.0559
-9.1792,-0.3062
-9.1592,0.0441
-9.1391,0.1920
-9.1191,-0.7363
-9.0991,-0.3049
-9.0791,0.5047
-9.0591,-0.0995
-9.0390,0.4988
-9.0190,-0.3813
-8.9990,-0.1583
-8.9790,0.0666
-8.9590,-0.0943
-8.9389,0.3809
-8.9189,-0.0342
-8.8989,0.2150
-8.8789,-0.3262
-8.8589,0.0807
-8.8388,-0.0927
-8.8188,-0.2990
-8.7988,0.1415
-8.7788,0.4102
-8.7588,-0.1770
-8.7387,0.1284
-8.7187,-0.0629
-8.6987,0.0338
-8.6787,0.2537
-8.6587,0.4343
-8.6386,0.3743
-8.6186,-0.2231
-8.5986,-0.4014
-8.5786,-0.6015
-8.5586,0.1918
-8.5385,-0.1559
-8.5185,0.3207
-8.4985,-0.3084
-8.4785,0.1359
-8.4585,-0.5290
-8.4384,0.1536
-8.4184,0.1196
-8.3984,-0.3276
-8.3784,0.0600
-8.3584,0.6231
-8.3383,0.2088
-8.3183,0.8890
-8.2983,0.0485
-8.2783,0.1760
-8.2583,-0.1403
-8.2382,0.0765
-8.2182,-0.2901
-8.1982,0.2744
-8.1782,-0.2389
-8.1582,0.5027
-8.1381,-0.4009
-8.1181,-0.0885
-8.0981,-0.0716
-8.0781,-0.3323
-8.0581,0.0736
-8.0380,-0.1568
-8.0180,0.4246
-7.9980,-0.2403
-7.9780,0.1297
-7.9580,-0.0223
-7.9379,-0.0604
-7.9179,0.0311
-7.8979,0.2162
-7.8779,-0.5624
-7.8579,0.0182
-7.8378,-0.2438
-7.8178,-0.2209
-7.7978,0.0772
-7.7778,0.3342
-7.7578,0.4696
-7.7377,-0.1702
-7.7177,-0.8502
-7.6977,0.0256
-7.6777,-0.5408
-7.6577,0.1371
-7.6376,-0.2649
-7.6176,0.1076
-7.5976,-0.2510
-7.5776,-0.3442
-7.5576,-0.3367
-7.5375,0.1244
-7.5175,-0.3911
-7.4975,0.1693
-7.4775,0.5388
-7.4575,0.5071
-7.4374,-0.4731
-7.4174,-0.3982
-7.3974,0.1505
-7.3774,-0.3142
-7.3574,0.1920
-7.3373,-0.5066
-7.3173,-0.0148
-7.2973,0.2900
-7.2773,-0.4587
-7.2573,-0.0280
-7.2372,-0.0319
-7.2172,0.1893
-7.1972,-0.1932
-7.1772,-0.4208
-7.1572,-0.7495
-7.1371,0.4055
-7.1171,0.2586
-7.0971,0.0010
-7.0771,-0.0069
-7.0571,0.1362
-7.0370,0.2985
-7.0170,-0.5962
-6.9970,-0.5248
-6.9770,-0.5684
-6.9570,-0.0943
-6.9369,0.0643
-6.9169,0.3137
-6.8969,-0.8632
-6.8769,-0.3910
-6.8569,0.0497
-6.8368,0.0871
-6.8168,-0.0490
-6.7968,-0.3264
-6.7768,-0.1985
-6.7568,-0.0295
-6.7367,-0.5032
-6.7167,-0.2439
-6.6967,-0.4019
-6.6767,0.1632
-6.6567,-0.2615
-6.6366,-0.3791
-6.6166,-0.1419
-6.5966,0.2394
-6.5766,0.0070
-6.5566,0.3448
-6.5365,0.2991
-6.5165,-0.2102
-6.4965,0.0555
-6.4765,0.3447
-6.4565,-0.1292
-6.4364,0.0880
-6.4164,-0.2542
-6.3964,-0.0510
-6.3764,-0.0604
-6.3564,0.2055
-6.3363,-0.0974
-6.3163,0.0827
-6.2963,0.1327
-6.2763,-0.2180
-6.2563,-0.1016
-6.2362,0.1585
-6.2162,0.5715
-6.1962,-0.3568
-6.1762,0.1783
-6.1562,0.3854
-6.1361,0.0503
-6.1161,-0.2489
-6.0961,0.0067
-6.0761,-0.2672
-6.0561,-0.1275
-6.0360,0.1395
-6.0160,0.0062
-5.9960,0.0836
-5.9760,-0.3255
-5.9560,-0.1574
-5.9359,0.2103
-5.9159,-0.4756
-5.8959,-0.3705
