x,y
5.167999925,24.51712517
8.266905448,67.24277018
-0.239928361,-2.711189972
-4.835446326,45.1154804
-7.623923589,90.125777
9.163016013,85.37798953
-3.611787216,23.59041072
9.061524886,86.47654044
6.271367336,32.84100596
5.244846505,18.51463152
2.471013638,-0.322743849
2.542632774,0.554931056
4.97440086,19.58398391
6.040587674,32.1053155
-3.914145927,31.59565082
-5.182146421,50.43229361
-3.532920671,28.609991
-3.354466523,22.43746686
-1.059045548,5.130926159
9.800281864,96.73016739
-8.128628466,110.1894864
2.791790252,8.939835451
3.513263207,11.01846426
2.187607765,5.551657689
-4.084907482,27.61881803
-1.600071868,5.401634131
6.541190183,41.19435278
-4.318553229,38.75187589
2.003864043,2.104507064
-2.815648011,19.12317893
-6.660284252,72.88877377
-4.573601624,38.27480012
7.523802494,51.44796511
5.081319071,24.87700441
-7.872935773,94.9680946
6.259429606,38.18668238
4.641452824,16.60980533
-1.936863189,5.889959629
3.851933431,12.17806968
-4.388316572,34.72807165
-9.303292499,135.3821263
1.28584706,1.640346639
-9.476300558,138.3861397
7.36922062,50.40702499
4.261553978,9.176447913
2.177856264,2.775812762
-3.334987524,24.90470178
-6.960750775,85.63098231
8.666272494,73.13465827
-3.931455259,25.76043077
-3.647168731,30.03941941
1.090816479,3.776389661
-2.358883619,9.814031704
7.33451006,56.12944188
-5.709013625,60.35568733
6.328596785,32.25168147
7.567922046,56.62496996
-0.825158678,7.852804157
-5.305318162,48.0795936
-9.581635978,139.1173128
-6.710849946,72.20955681
5.689775084,31.5788197
-4.405330815,41.71060791
-3.493346531,27.2558018
9.09704337,82.64958187
-1.190651702,9.425732775
-5.927097503,65.43098245
2.265038278,5.83803388
-9.79224948,151.3762536
1.512559324,4.674090349
-7.271588837,89.26768759
5.359625046,25.49896118
5.092436854,19.14554208
9.434118729,88.64318783
-6.654987139,76.33970829
-5.591866372,51.49043186
-1.183136885,1.761280561
-4.01337107,34.16630331
9.953912807,109.4787687
-9.35777938,139.8793269
6.131164998,32.65814176
-6.655141407,71.57106384
-4.189177466,32.90601835
7.896484303,64.84892061
-4.069614392,35.89869031
5.960384519,32.32318192
4.801411863,17.28481422
-0.65389617,3.931684571
5.281561807,21.84587351
5.297748945,26.19577816
1.763669446,-4.823029426
-3.882687995,33.77615028
-4.905756187,42.10710528
-0.43592203,5.417233237
9.642231615,101.3850679
0.568865413,-5.558951646
-9.639803844,148.3635067
-5.11946906,48.73372444
-7.35049765,92.1045745
