x1,x2,t
5.056365591354745, 0.939336125948639, 0.0
2.9819382849240297, -79.92455709663442, 0.0
4.665494721606516, -96.10795046398492, 0.0
2.218880178545548, 26.874929315246376, 0.0
4.2750817958289415, -81.3032002050634, 0.0
0.22760697138968633, 43.836102899704755, 0.0
5.979588530676675, 120.76664946619158, 0.0
2.86782399481657, -52.63896269983515, 0.0
4.041485669367783, -85.74850890874238, 0.0
4.7085821250441615, -32.887349288647115, 0.0
2.666744280783842, -18.760070932094113, 0.0
4.771129367445736, -47.873083392244624, 0.0
4.651236059495106, -59.88358917327091, 0.0
4.647850632952564, -26.65510588281748, 0.0
2.9598316961286897, -40.723634157019944, 0.0
2.168254529739845, 39.310546881102546, 0.0
2.339473439992044, 0.8437931049665615, 0.0
4.012969542428924, -107.89595863219279, 0.0
5.0366105504881835, -22.430656815063628, 0.0
2.3612523931943343, 11.315805317449982, 0.0
0.9777738660688182, 98.93489984446252, 0.0
4.209657408922569, -74.36436332954023, 0.0
5.253750644940169, 49.540198025953245, 0.0
4.691747071847885, -18.7441263089373, 0.0
4.531202889065148, -66.94561387919981, 0.0
0.4428573768348184, 85.03415631005981, 0.0
0.19342757671961508, 0.6792269203786709, 0.0
3.0311942290454685, -63.6832862520538, 0.0
1.4114247926611094, 118.00711099085787, 0.0
4.06750840195787, -88.08284902780063, 0.0
0.27905542641178593, 6.6478320710184065, 0.0
6.020230209071198, 91.8281964837395, 0.0
0.157724030938993, 51.177123172009985, 0.0
3.820593185141938, -139.43625257595687, 0.0
2.99698997525543, -64.90938245289533, 0.0
4.221634432650239, -67.26194482727828, 0.0
3.892438182409368, -87.44295588710142, 0.0
0.8641217000431156, 79.84787550247005, 0.0
0.26006245067281997, 21.915974821765673, 0.0
2.2488833697818595, -2.8985109885119478, 0.0
6.73070625785128, 59.12923422902342, 0.0
4.075542747320518, -80.24677670608878, 0.0
4.16657375975849, -82.89291222822338, 0.0
4.798490093099218, -68.36768135523194, 0.0
0.7765795528045374, 91.10514592999073, 0.0
6.9976623497851005, 64.7452178218987, 0.0
6.3449045984713095, 80.97418114381475, 0.0
3.349280515562525, -56.76288480023673, 0.0
3.508445905265925, -110.22420530559792, 0.0
3.30448326266126, -74.06024203325228, 0.0
4.229170834348751, -118.19999642626149, 0.0
2.0954725127732656, 42.81980956384262, 0.0
0.2463607181064682, 56.64803951563327, 0.0
