x,y
5.325177434,11.00338083
-1.017724862,1.829187949
9.334207674,24.21148641
7.818030911,16.93003291
3.161935516,10.99140598
-6.296964776,-6.661919216
9.122327879,26.84768485
-8.981363635,-20.15126878
-2.654071002,-0.301710114
-7.876958777,-10.83446164
2.066461329,5.624394163
-7.607887578,-8.919449722
-7.060245684,-16.50717828
-5.02564785,-6.692160951
-3.168106951,0.049806495
-8.266326224,-15.35696367
-4.801029486,-7.467112598
9.929762168,27.73667475
4.375184651,14.06724344
-1.234429745,-1.492045979
6.344194576,18.40499028
-1.149380789,2.476311177
-0.378358044,4.720203176
7.602758039,16.50834276
-0.342486828,3.027474738
-9.690708222,-16.09921389
4.133877723,9.10903802
6.858584266,16.55346618
-0.90972916,-3.027752327
-3.795750573,-7.813713344
8.015597994,21.13103293
7.759298782,22.76147925
1.386379488,5.693580556
3.148866743,10.8997901
3.715583967,8.369496532
0.530516767,8.806477514
-0.985431131,0.765890323
6.337514107,20.98015344
-8.060622104,-11.30024436
-2.801832489,-2.151688881
-1.4808464,-2.652959867
-9.552671789,-16.29538202
0.314307418,6.214908924
-6.007032074,-8.489104242
7.013037014,17.17714016
5.485270943,12.32985332
-4.808872112,-8.496705209
3.04258182,9.334268592
-5.618894378,-10.35549809
-2.120506475,-1.931263882
-6.521900264,-12.95470085
-3.960595748,-4.860044567
9.266574141,26.98505393
3.416487566,7.655902157
-9.527531274,-17.06069228
9.044377668,19.93908139
-8.827631648,-16.35216408
9.650353356,24.43689372
-5.590861165,-9.420983721
6.581060788,17.94746549
-4.14692392,-4.954379247
-2.498336077,1.021682966
-7.665153461,-12.94045376
3.75743519,14.87062341
2.493156457,7.490814673
-6.749304649,-10.59679444
-9.027364732,-16.78360995
3.766796403,13.70875376
-3.331944658,-5.488738738
-4.255172458,-7.502666028
7.015439057,22.0326713
-5.287883341,-5.945630233
4.072797434,9.931252909
1.727277894,5.038777024
-8.21136983,-16.92717439
1.922426793,6.449192749
-9.38704426,-14.12238553
7.612089623,17.08967114
-2.152130056,-1.852232905
-8.90589814,-13.35880505
6.394822295,15.12646557
8.831533327,26.69256705
1.116923949,6.187505473
-5.618241593,-7.229808023
1.848579091,11.22325421
-0.166642145,0.243018659
6.642454828,17.67377754
0.927007604,7.358387915
3.315934483,9.374091829
9.423718271,25.58408103
-2.374909083,2.409663432
-8.158490541,-18.47787302
-3.94360186,-3.927395357
0.491955245,4.542142977
-9.510196856,-20.62977278
-0.286385754,4.991269529
-5.245843866,-10.79798314
-4.161240745,-2.90378704
7.342238284,18.94683454
