x1,x2,t
6.085485982947181, 43.226207188274095, 0.0
4.147928956779502, -117.51243391533771, 0.0
6.459521128126968, 97.00753577778184, 0.0
2.350154548727123, -0.5542532330557179, 0.0
0.9926712040094845, 61.11177015814042, 0.0
1.7101650562655897, 82.01523374380854, 0.0
6.114337691167069, 91.7491046243282, 0.0
4.251204745060265, -80.99994030453671, 0.0
0.6826387722447834, 89.48766489567298, 0.0
6.170964716490293, 86.23098181122745, 0.0
3.7598094486670113, -119.9152183694248, 0.0
5.450079477130647, 66.79516028922818, 0.0
5.687137087209925, 34.97155488578335, 0.0
6.876752865663931, 55.84323206677717, 0.0
1.5482844771034254, 91.57954106840913, 0.0
4.782348003092149, -35.136101934432716, 0.0
4.263508093612761, -85.22002435558394, 0.0
6.265871950006599, 75.23125360991767, 0.0
1.9906507846182238, 82.80099075763819, 0.0
4.633152671791935, -24.647561747913503, 0.0
5.588105867586629, 75.4993857129179, 0.0
5.141311020691355, 14.034386717805795, 0.0
3.0957757760046776, -77.71534846117841, 0.0
5.357388583382087, 43.46223999351538, 0.0
3.847366156618955, -118.74074410672682, 0.0
0.18260265072176007, 40.919828982540125, 0.0
4.885487956380768, -21.742562796382487, 0.0
5.515937556553221, 69.42492130470382, 0.0
0.1137018468508002, 5.834520551777306, 0.0
6.02229288526058, 137.78603900813928, 0.0
2.4999108965262895, -5.6656514625881, 0.0
0.40522069269225436, 32.47671162482469, 0.0
4.915865409093488, -39.18351073394581, 0.0
1.0707920099241655, 97.93674659633984, 0.0
6.7398014161422175, 89.52382056123629, 0.0
6.20010737447338, 130.36937254762174, 0.0
1.404621960933409, 147.98149643050326, 0.0
6.850565554002843, 41.17109124239889, 0.0
0.9931255643662172, 137.76430322381577, 0.0
4.091742856130295, -97.76277567368525, 0.0
5.974546343306162, 110.83035317564423, 0.0
5.896513008177781, 71.81302090364797, 0.0
2.0624439790475826, 47.22064527402871, 0.0
0.08212804414423236, 16.607088689139296, 0.0
4.131462210396874, -97.86025341922056, 0.0
1.2940446144706512, 142.00337482385774, 0.0
5.447764034281742, 27.046005271909202, 0.0
4.596309158647325, -69.07042321384517, 0.0
1.2925050840747128, 109.40438278128235, 0.0
2.659751291354691, 3.680015585223245, 0.0
5.146349839528723, 21.528048318319694, 0.0
2.7908113945597344, -43.41973663578609, 0.0
3.0720020070130394, -47.1367388450921, 0.0
6.821720504465551, 62.65239964325539, 0.0
0.006572021023284469, -7.376441344106327, 0.0
1.373468619306569, 116.98717966032214, 0.0
2.441318885263294, 16.67732009744681, 0.0
6.6274446537919935, 79.6680097620284, 0.0
4.117208625971738, -79.831176152897, 0.0
0.9050794306681135, 93.94418135461298, 0.0
0.954542229072443, 95.575322512758, 0.0
2.196920226307064, -2.601024891129242, 0.0
0.6267014761726077, 82.5329352238233, 0.0
2.927341030138632, -84.36941074547687, 0.0
1.0043184037842323, 92.99748831657622, 0.0
3.5469291823436206, -80.76521000393217, 0.0
6.768700592692483, 70.22290991286022, 0.0
1.8542856275286042, 98.43077114384454, 0.0
6.813387171428031, 86.07574792464558, 0.0
3.8396501877904265, -149.72828485890966, 0.0
0.7208234793562858, 67.93637745237811, 0.0
4.3759697943668625, -64.8284343272384, 0.0
6.57730503402462, 130.5034780183425, 0.0
